Arrival_Date,Room_Category,Fare_Class,Actual_Showups,Total_Unconstrained_Demand,Simulated_Cancellations
2025-01-10,Standard,Y2_Medium,11,12,1
2025-01-10,Standard,Y3_Low,15,17,2
2025-01-11,Family,Y2_Medium,2,5,3
2025-01-11,Standard,Y1_High,9,9,0
2025-01-11,Standard,Y2_Medium,23,32,9
2025-01-11,Standard,Y3_Low,13,19,6
2025-01-12,Family,Y2_Medium,1,1,0
2025-01-12,Standard,Y1_High,3,4,1
2025-01-12,Standard,Y2_Medium,10,23,13
2025-01-12,Standard,Y3_Low,12,14,2
2025-01-13,Standard,Y2_Medium,10,10,0
2025-01-13,Standard,Y3_Low,7,8,1
2025-01-14,Standard,Y1_High,2,5,3
2025-01-14,Standard,Y2_Medium,13,14,1
2025-01-14,Standard,Y3_Low,7,7,0
2025-01-15,Family,Y3_Low,2,2,0
2025-01-15,Other,Y3_Low,1,2,1
2025-01-15,Standard,Y1_High,10,10,0
2025-01-15,Standard,Y2_Medium,24,27,3
2025-01-15,Standard,Y3_Low,12,16,4
2025-01-16,Family,Y2_Medium,2,4,2
2025-01-16,Family,Y3_Low,2,4,2
2025-01-16,Other,Y2_Medium,2,2,0
2025-01-16,Standard,Y1_High,7,10,3
2025-01-16,Standard,Y2_Medium,19,19,0
2025-01-16,Standard,Y3_Low,21,35,14
2025-01-16,Superior,Y3_Low,2,4,2
2025-01-17,Other,Y1_High,3,3,0
2025-01-17,Standard,Y1_High,4,4,0
2025-01-17,Standard,Y2_Medium,21,27,6
2025-01-17,Standard,Y3_Low,8,8,0
2025-01-18,Family,Y3_Low,4,4,0
2025-01-18,Other,Y3_Low,1,1,0
2025-01-18,Standard,Y1_High,10,11,1
2025-01-18,Standard,Y2_Medium,30,41,11
2025-01-18,Standard,Y3_Low,19,19,0
2025-01-18,Superior,Y3_Low,3,6,3
2025-01-19,Family,Y2_Medium,2,5,3
2025-01-19,Other,Y3_Low,1,2,1
2025-01-19,Standard,Y1_High,3,3,0
2025-01-19,Standard,Y2_Medium,16,24,8
2025-01-19,Standard,Y3_Low,16,16,0
2025-01-20,Other,Y2_Medium,1,2,1
2025-01-20,Standard,Y1_High,2,4,2
2025-01-20,Standard,Y2_Medium,18,25,7
2025-01-20,Standard,Y3_Low,4,7,3
2025-01-20,Superior,Y2_Medium,1,1,0
2025-01-21,Other,Y1_High,2,2,0
2025-01-21,Standard,Y1_High,3,4,1
2025-01-21,Standard,Y2_Medium,13,21,8
2025-01-21,Standard,Y3_Low,6,6,0
2025-01-22,Deluxe,Y3_Low,1,2,1
2025-01-22,Family,Y1_High,2,5,3
2025-01-22,Other,Y3_Low,1,1,0
2025-01-22,Standard,Y1_High,2,3,1
2025-01-22,Standard,Y2_Medium,25,30,5
2025-01-22,Standard,Y3_Low,6,6,0
2025-01-23,Family,Y2_Medium,2,3,1
2025-01-23,Family,Y3_Low,6,6,0
2025-01-23,Other,Y2_Medium,1,1,0
2025-01-23,Standard,Y1_High,7,7,0
2025-01-23,Standard,Y2_Medium,30,33,3
2025-01-23,Standard,Y3_Low,5,8,3
2025-01-23,Superior,Y3_Low,2,3,1
2025-01-24,Deluxe,Y3_Low,1,2,1
2025-01-24,Family,Y1_High,3,5,2
2025-01-24,Family,Y2_Medium,5,8,3
2025-01-24,Family,Y3_Low,10,10,0
2025-01-24,Other,Y3_Low,1,1,0
2025-01-24,Standard,Y1_High,12,16,4
2025-01-24,Standard,Y2_Medium,18,20,2
2025-01-24,Standard,Y3_Low,20,28,8
2025-01-24,Superior,Y3_Low,1,1,0
2025-01-25,Family,Y1_High,5,5,0
2025-01-25,Family,Y3_Low,2,2,0
2025-01-25,Other,Y1_High,2,2,0
2025-01-25,Standard,Y1_High,33,33,0
2025-01-25,Standard,Y2_Medium,27,27,0
2025-01-25,Standard,Y3_Low,12,16,4
2025-01-25,Superior,Y1_High,1,1,0
2025-01-26,Deluxe,Y3_Low,1,1,0
2025-01-26,Family,Y2_Medium,2,2,0
2025-01-26,Family,Y3_Low,2,4,2
2025-01-26,Other,Y1_High,1,1,0
2025-01-26,Standard,Y1_High,33,39,6
2025-01-26,Standard,Y2_Medium,26,42,16
2025-01-26,Standard,Y3_Low,8,18,10
2025-01-26,Superior,Y1_High,1,2,1
2025-01-27,Family,Y1_High,2,4,2
2025-01-27,Other,Y1_High,1,1,0
2025-01-27,Other,Y3_Low,2,2,0
2025-01-27,Standard,Y1_High,5,10,5
2025-01-27,Standard,Y2_Medium,10,10,0
2025-01-27,Standard,Y3_Low,10,10,0
2025-01-27,Superior,Y3_Low,1,1,0
2025-01-28,Other,Y1_High,3,5,2
2025-01-28,Standard,Y1_High,25,37,12
2025-01-28,Standard,Y2_Medium,7,7,0
2025-01-28,Standard,Y3_Low,6,6,0
2025-01-28,Superior,Y3_Low,1,1,0
2025-01-29,Family,Y3_Low,2,2,0
2025-01-29,Other,Y3_Low,3,8,5
2025-01-29,Standard,Y1_High,8,8,0
2025-01-29,Standard,Y2_Medium,20,28,8
2025-01-29,Standard,Y3_Low,6,7,1
2025-01-29,Superior,Y2_Medium,2,2,0
2025-01-30,Family,Y1_High,5,5,0
2025-01-30,Family,Y2_Medium,4,7,3
2025-01-30,Family,Y3_Low,4,5,1
2025-01-30,Standard,Y1_High,68,86,18
2025-01-30,Standard,Y2_Medium,31,33,2
2025-01-30,Standard,Y3_Low,13,15,2
2025-01-30,Superior,Y3_Low,5,7,2
2025-01-31,Family,Y1_High,3,3,0
2025-01-31,Family,Y3_Low,8,10,2
2025-01-31,Other,Y3_Low,3,5,2
2025-01-31,Standard,Y1_High,6,6,0
2025-01-31,Standard,Y2_Medium,10,13,3
2025-01-31,Standard,Y3_Low,10,10,0
2025-01-31,Superior,Y3_Low,1,2,1
2025-02-01,Family,Y1_High,7,7,0
2025-02-01,Family,Y2_Medium,2,2,0
2025-02-01,Other,Y3_Low,1,1,0
2025-02-01,Standard,Y1_High,14,14,0
2025-02-01,Standard,Y2_Medium,39,42,3
2025-02-01,Standard,Y3_Low,18,19,1
2025-02-01,Superior,Y1_High,1,5,4
2025-02-01,Superior,Y2_Medium,3,3,0
2025-02-02,Family,Y1_High,5,7,2
2025-02-02,Family,Y2_Medium,2,2,0
2025-02-02,Family,Y3_Low,4,4,0
2025-02-02,Other,Y2_Medium,1,1,0
2025-02-02,Standard,Y1_High,5,6,1
2025-02-02,Standard,Y2_Medium,25,25,0
2025-02-02,Standard,Y3_Low,15,22,7
2025-02-03,Family,Y1_High,2,2,0
2025-02-03,Family,Y3_Low,2,2,0
2025-02-03,Standard,Y1_High,48,48,0
2025-02-03,Standard,Y2_Medium,22,29,7
2025-02-03,Standard,Y3_Low,5,6,1
2025-02-04,Family,Y1_High,1,2,1
2025-02-04,Family,Y2_Medium,2,2,0
2025-02-04,Family,Y3_Low,2,3,1
2025-02-04,Other,Y3_Low,4,8,4
2025-02-04,Standard,Y1_High,22,33,11
2025-02-04,Standard,Y2_Medium,20,20,0
2025-02-04,Standard,Y3_Low,16,21,5
2025-02-04,Superior,Y1_High,1,2,1
2025-02-05,Family,Y2_Medium,5,7,2
2025-02-05,Family,Y3_Low,10,11,1
2025-02-05,Other,Y1_High,4,4,0
2025-02-05,Other,Y2_Medium,1,1,0
2025-02-05,Other,Y3_Low,1,1,0
2025-02-05,Standard,Y1_High,12,21,9
2025-02-05,Standard,Y2_Medium,15,15,0
2025-02-05,Standard,Y3_Low,13,15,2
2025-02-05,Superior,Y1_High,3,6,3
2025-02-05,Superior,Y2_Medium,4,4,0
2025-02-05,Superior,Y3_Low,5,6,1
2025-02-06,Family,Y1_High,4,4,0
2025-02-06,Family,Y2_Medium,8,9,1
2025-02-06,Family,Y3_Low,8,8,0
2025-02-06,Other,Y3_Low,3,3,0
2025-02-06,Standard,Y1_High,12,14,2
2025-02-06,Standard,Y2_Medium,35,39,4
2025-02-06,Standard,Y3_Low,11,11,0
2025-02-06,Superior,Y1_High,2,5,3
2025-02-06,Superior,Y2_Medium,1,2,1
2025-02-07,Deluxe,Y3_Low,1,1,0
2025-02-07,Family,Y1_High,3,3,0
2025-02-07,Family,Y2_Medium,3,6,3
2025-02-07,Family,Y3_Low,6,9,3
2025-02-07,Other,Y3_Low,2,2,0
2025-02-07,Standard,Y1_High,7,8,1
2025-02-07,Standard,Y2_Medium,15,20,5
2025-02-07,Standard,Y3_Low,11,12,1
2025-02-07,Superior,Y2_Medium,2,4,2
2025-02-08,Family,Y1_High,2,2,0
2025-02-08,Family,Y2_Medium,8,16,8
2025-02-08,Family,Y3_Low,2,3,1
2025-02-08,Other,Y1_High,2,5,3
2025-02-08,Other,Y2_Medium,3,3,0
2025-02-08,Standard,Y1_High,22,26,4
2025-02-08,Standard,Y2_Medium,38,66,28
2025-02-08,Standard,Y3_Low,18,20,2
2025-02-08,Superior,Y2_Medium,1,1,0
2025-02-09,Deluxe,Y1_High,1,1,0
2025-02-09,Family,Y1_High,1,4,3
2025-02-09,Family,Y2_Medium,2,3,1
2025-02-09,Other,Y1_High,1,4,3
2025-02-09,Standard,Y1_High,17,17,0
2025-02-09,Standard,Y2_Medium,18,18,0
2025-02-09,Standard,Y3_Low,22,25,3
2025-02-09,Superior,Y2_Medium,1,1,0
2025-02-09,Superior,Y3_Low,4,6,2
2025-02-10,Family,Y1_High,2,3,1
2025-02-10,Family,Y2_Medium,2,2,0
2025-02-10,Family,Y3_Low,4,5,1
2025-02-10,Other,Y3_Low,1,1,0
2025-02-10,Standard,Y1_High,6,9,3
2025-02-10,Standard,Y2_Medium,23,29,6
2025-02-10,Standard,Y3_Low,12,12,0
2025-02-10,Superior,Y2_Medium,1,1,0
2025-02-11,Family,Y3_Low,6,6,0
2025-02-11,Standard,Y1_High,8,8,0
2025-02-11,Standard,Y2_Medium,13,21,8
2025-02-11,Standard,Y3_Low,10,21,11
2025-02-12,Family,Y1_High,2,2,0
2025-02-12,Family,Y3_Low,2,2,0
2025-02-12,Standard,Y1_High,7,7,0
2025-02-12,Standard,Y2_Medium,18,22,4
2025-02-12,Standard,Y3_Low,10,11,1
2025-02-12,Superior,Y3_Low,2,3,1
2025-02-13,Deluxe,Y1_High,1,2,1
2025-02-13,Family,Y2_Medium,4,4,0
2025-02-13,Family,Y3_Low,10,10,0
2025-02-13,Standard,Y1_High,18,20,2
2025-02-13,Standard,Y2_Medium,21,21,0
2025-02-13,Standard,Y3_Low,7,8,1
2025-02-13,Superior,Y1_High,3,8,5
2025-02-13,Superior,Y2_Medium,3,3,0
2025-02-14,Family,Y1_High,2,10,8
2025-02-14,Family,Y2_Medium,4,4,0
2025-02-14,Family,Y3_Low,5,6,1
2025-02-14,Other,Y2_Medium,1,1,0
2025-02-14,Standard,Y1_High,14,19,5
2025-02-14,Standard,Y2_Medium,19,22,3
2025-02-14,Standard,Y3_Low,19,19,0
2025-02-14,Superior,Y3_Low,1,2,1
2025-02-15,Family,Y1_High,2,2,0
2025-02-15,Family,Y2_Medium,6,9,3
2025-02-15,Other,Y1_High,4,6,2
2025-02-15,Other,Y2_Medium,1,2,1
2025-02-15,Standard,Y1_High,10,10,0
2025-02-15,Standard,Y2_Medium,27,30,3
2025-02-15,Standard,Y3_Low,21,21,0
2025-02-15,Superior,Y1_High,1,4,3
2025-02-15,Superior,Y2_Medium,1,1,0
2025-02-16,Family,Y1_High,4,4,0
2025-02-16,Family,Y2_Medium,1,1,0
2025-02-16,Other,Y1_High,3,3,0
2025-02-16,Other,Y3_Low,1,2,1
2025-02-16,Standard,Y1_High,5,5,0
2025-02-16,Standard,Y2_Medium,15,19,4
2025-02-16,Standard,Y3_Low,9,9,0
2025-02-16,Superior,Y1_High,1,3,2
2025-02-16,Superior,Y3_Low,1,1,0
2025-02-17,Family,Y2_Medium,4,6,2
2025-02-17,Family,Y3_Low,6,6,0
2025-02-17,Other,Y3_Low,1,1,0
2025-02-17,Standard,Y1_High,10,13,3
2025-02-17,Standard,Y2_Medium,22,30,8
2025-02-17,Standard,Y3_Low,7,9,2
2025-02-17,Superior,Y3_Low,2,3,1
2025-02-18,Family,Y1_High,1,1,0
2025-02-18,Family,Y2_Medium,7,10,3
2025-02-18,Family,Y3_Low,4,6,2
2025-02-18,Standard,Y1_High,6,6,0
2025-02-18,Standard,Y2_Medium,18,25,7
2025-02-18,Standard,Y3_Low,7,8,1
2025-02-18,Superior,Y2_Medium,2,2,0
2025-02-18,Superior,Y3_Low,3,5,2
2025-02-19,Family,Y2_Medium,3,3,0
2025-02-19,Other,Y1_High,1,1,0
2025-02-19,Other,Y3_Low,4,4,0
2025-02-19,Standard,Y1_High,14,14,0
2025-02-19,Standard,Y2_Medium,18,26,8
2025-02-19,Standard,Y3_Low,12,15,3
2025-02-19,Superior,Y2_Medium,1,2,1
2025-02-19,Superior,Y3_Low,1,1,0
2025-02-20,Family,Y1_High,3,3,0
2025-02-20,Family,Y3_Low,2,5,3
2025-02-20,Other,Y1_High,1,1,0
2025-02-20,Standard,Y1_High,13,15,2
2025-02-20,Standard,Y2_Medium,29,35,6
2025-02-20,Standard,Y3_Low,5,5,0
2025-02-20,Superior,Y1_High,2,3,1
2025-02-20,Superior,Y2_Medium,2,3,1
2025-02-21,Family,Y1_High,4,6,2
2025-02-21,Family,Y2_Medium,7,10,3
2025-02-21,Family,Y3_Low,3,3,0
2025-02-21,Standard,Y1_High,9,9,0
2025-02-21,Standard,Y2_Medium,17,21,4
2025-02-21,Standard,Y3_Low,4,4,0
2025-02-21,Superior,Y2_Medium,1,1,0
2025-02-22,Family,Y1_High,2,4,2
2025-02-22,Family,Y3_Low,4,5,1
2025-02-22,Other,Y3_Low,1,1,0
2025-02-22,Standard,Y1_High,17,26,9
2025-02-22,Standard,Y2_Medium,19,19,0
2025-02-22,Standard,Y3_Low,13,15,2
2025-02-22,Superior,Y1_High,1,1,0
2025-02-23,Family,Y1_High,3,3,0
2025-02-23,Family,Y2_Medium,4,11,7
2025-02-23,Family,Y3_Low,2,3,1
2025-02-23,Standard,Y1_High,4,4,0
2025-02-23,Standard,Y2_Medium,18,18,0
2025-02-23,Standard,Y3_Low,9,13,4
2025-02-23,Superior,Y2_Medium,1,3,2
2025-02-23,Superior,Y3_Low,1,1,0
2025-02-24,Family,Y1_High,3,3,0
2025-02-24,Standard,Y1_High,8,8,0
2025-02-24,Standard,Y2_Medium,24,25,1
2025-02-24,Standard,Y3_Low,11,15,4
2025-02-24,Superior,Y3_Low,1,1,0
2025-02-25,Family,Y1_High,2,2,0
2025-02-25,Family,Y3_Low,6,8,2
2025-02-25,Other,Y1_High,1,1,0
2025-02-25,Other,Y3_Low,2,2,0
2025-02-25,Standard,Y1_High,7,7,0
2025-02-25,Standard,Y2_Medium,30,34,4
2025-02-25,Standard,Y3_Low,12,12,0
2025-02-25,Superior,Y1_High,1,1,0
2025-02-25,Superior,Y2_Medium,5,6,1
2025-02-25,Superior,Y3_Low,4,4,0
2025-02-26,Family,Y3_Low,2,3,1
2025-02-26,Other,Y1_High,1,2,1
2025-02-26,Other,Y3_Low,4,4,0
2025-02-26,Standard,Y1_High,14,14,0
2025-02-26,Standard,Y2_Medium,27,42,15
2025-02-26,Standard,Y3_Low,4,4,0
2025-02-26,Superior,Y1_High,1,1,0
2025-02-26,Superior,Y3_Low,2,4,2
2025-02-27,Family,Y1_High,1,1,0
2025-02-27,Family,Y2_Medium,2,2,0
2025-02-27,Family,Y3_Low,2,4,2
2025-02-27,Standard,Y1_High,4,5,1
2025-02-27,Standard,Y2_Medium,39,49,10
2025-02-27,Standard,Y3_Low,6,6,0
2025-02-27,Superior,Y1_High,1,1,0
2025-02-28,Family,Y2_Medium,8,8,0
2025-02-28,Family,Y3_Low,2,2,0
2025-02-28,Standard,Y1_High,3,3,0
2025-02-28,Standard,Y2_Medium,32,35,3
2025-02-28,Standard,Y3_Low,23,23,0
2025-02-28,Superior,Y1_High,1,1,0
2025-02-28,Superior,Y2_Medium,1,2,1
2025-03-01,Deluxe,Y3_Low,1,1,0
2025-03-01,Family,Y1_High,4,5,1
2025-03-01,Family,Y2_Medium,6,6,0
2025-03-01,Family,Y3_Low,4,4,0
2025-03-01,Other,Y3_Low,1,1,0
2025-03-01,Standard,Y1_High,14,21,7
2025-03-01,Standard,Y2_Medium,42,52,10
2025-03-01,Standard,Y3_Low,19,20,1
2025-03-01,Superior,Y3_Low,2,3,1
2025-03-02,Deluxe,Y3_Low,1,1,0
2025-03-02,Family,Y1_High,6,7,1
2025-03-02,Family,Y2_Medium,1,2,1
2025-03-02,Other,Y3_Low,1,1,0
2025-03-02,Standard,Y1_High,3,4,1
2025-03-02,Standard,Y2_Medium,24,29,5
2025-03-02,Standard,Y3_Low,13,15,2
2025-03-02,Superior,Y3_Low,1,1,0
2025-03-03,Family,Y1_High,2,2,0
2025-03-03,Family,Y2_Medium,2,5,3
2025-03-03,Family,Y3_Low,4,4,0
2025-03-03,Standard,Y1_High,5,5,0
2025-03-03,Standard,Y2_Medium,22,25,3
2025-03-03,Standard,Y3_Low,7,10,3
2025-03-04,Deluxe,Y3_Low,2,5,3
2025-03-04,Family,Y3_Low,6,7,1
2025-03-04,Standard,Y1_High,11,11,0
2025-03-04,Standard,Y2_Medium,31,46,15
2025-03-04,Standard,Y3_Low,11,15,4
2025-03-05,Deluxe,Y1_High,1,1,0
2025-03-05,Deluxe,Y3_Low,1,1,0
2025-03-05,Family,Y1_High,1,3,2
2025-03-05,Family,Y3_Low,2,7,5
2025-03-05,Standard,Y1_High,8,8,0
2025-03-05,Standard,Y2_Medium,43,64,21
2025-03-05,Standard,Y3_Low,7,13,6
2025-03-05,Superior,Y3_Low,2,2,0
2025-03-06,Family,Y2_Medium,2,2,0
2025-03-06,Standard,Y1_High,6,6,0
2025-03-06,Standard,Y2_Medium,32,35,3
2025-03-06,Standard,Y3_Low,9,10,1
2025-03-06,Superior,Y2_Medium,1,1,0
2025-03-07,Family,Y1_High,2,2,0
2025-03-07,Family,Y3_Low,2,2,0
2025-03-07,Standard,Y1_High,5,11,6
2025-03-07,Standard,Y2_Medium,22,22,0
2025-03-07,Standard,Y3_Low,5,8,3
2025-03-08,Deluxe,Y1_High,1,1,0
2025-03-08,Family,Y1_High,4,5,1
2025-03-08,Family,Y2_Medium,8,9,1
2025-03-08,Family,Y3_Low,6,6,0
2025-03-08,Standard,Y1_High,6,8,2
2025-03-08,Standard,Y2_Medium,43,43,0
2025-03-08,Standard,Y3_Low,21,23,2
2025-03-08,Superior,Y1_High,2,5,3
2025-03-08,Superior,Y3_Low,1,2,1
2025-03-09,Family,Y1_High,1,1,0
2025-03-09,Other,Y3_Low,1,1,0
2025-03-09,Standard,Y1_High,4,6,2
2025-03-09,Standard,Y2_Medium,26,36,10
2025-03-09,Standard,Y3_Low,14,17,3
2025-03-09,Superior,Y2_Medium,1,2,1
2025-03-09,Superior,Y3_Low,2,2,0
2025-03-10,Family,Y1_High,2,2,0
2025-03-10,Standard,Y1_High,9,9,0
2025-03-10,Standard,Y2_Medium,16,21,5
2025-03-10,Standard,Y3_Low,8,14,6
2025-03-10,Superior,Y2_Medium,5,8,3
2025-03-11,Family,Y1_High,2,4,2
2025-03-11,Family,Y3_Low,4,6,2
2025-03-11,Standard,Y1_High,16,22,6
2025-03-11,Standard,Y2_Medium,26,34,8
2025-03-11,Standard,Y3_Low,4,4,0
2025-03-12,Family,Y1_High,1,1,0
2025-03-12,Family,Y2_Medium,2,2,0
2025-03-12,Family,Y3_Low,1,1,0
2025-03-12,Other,Y1_High,1,2,1
2025-03-12,Standard,Y1_High,25,31,6
2025-03-12,Standard,Y2_Medium,23,23,0
2025-03-12,Standard,Y3_Low,4,4,0
2025-03-12,Superior,Y3_Low,2,2,0
2025-03-13,Family,Y1_High,1,1,0
2025-03-13,Family,Y2_Medium,2,3,1
2025-03-13,Family,Y3_Low,4,6,2
2025-03-13,Standard,Y1_High,9,9,0
2025-03-13,Standard,Y2_Medium,52,56,4
2025-03-13,Standard,Y3_Low,7,7,0
2025-03-14,Standard,Y1_High,6,6,0
2025-03-14,Standard,Y2_Medium,24,29,5
2025-03-14,Standard,Y3_Low,5,5,0
2025-03-15,Family,Y1_High,3,3,0
2025-03-15,Family,Y2_Medium,10,10,0
2025-03-15,Other,Y3_Low,1,2,1
2025-03-15,Standard,Y1_High,20,26,6
2025-03-15,Standard,Y2_Medium,49,56,7
2025-03-15,Standard,Y3_Low,9,13,4
2025-03-15,Superior,Y1_High,1,1,0
2025-03-15,Superior,Y2_Medium,1,1,0
2025-03-16,Other,Y2_Medium,1,1,0
2025-03-16,Standard,Y1_High,19,22,3
2025-03-16,Standard,Y2_Medium,14,14,0
2025-03-16,Standard,Y3_Low,5,5,0
2025-03-16,Superior,Y2_Medium,1,1,0
2025-03-16,Superior,Y3_Low,3,3,0
2025-03-17,Family,Y3_Low,2,2,0
2025-03-17,Standard,Y1_High,8,8,0
2025-03-17,Standard,Y2_Medium,20,27,7
2025-03-17,Standard,Y3_Low,5,5,0
2025-03-17,Superior,Y3_Low,1,1,0
2025-03-18,Family,Y1_High,1,2,1
2025-03-18,Family,Y3_Low,2,2,0
2025-03-18,Other,Y3_Low,2,3,1
2025-03-18,Standard,Y1_High,6,8,2
2025-03-18,Standard,Y2_Medium,22,22,0
2025-03-18,Superior,Y1_High,1,2,1
2025-03-19,Family,Y1_High,3,3,0
2025-03-19,Standard,Y1_High,16,16,0
2025-03-19,Standard,Y2_Medium,34,36,2
2025-03-19,Standard,Y3_Low,9,11,2
2025-03-19,Superior,Y1_High,2,3,1
2025-03-19,Superior,Y2_Medium,2,3,1
2025-03-20,Family,Y1_High,4,4,0
2025-03-20,Family,Y2_Medium,4,4,0
2025-03-20,Family,Y3_Low,8,8,0
2025-03-20,Standard,Y1_High,13,16,3
2025-03-20,Standard,Y2_Medium,32,36,4
2025-03-20,Standard,Y3_Low,6,6,0
2025-03-20,Superior,Y2_Medium,1,1,0
2025-03-20,Superior,Y3_Low,1,1,0
2025-03-21,Family,Y1_High,5,5,0
2025-03-21,Family,Y3_Low,4,5,1
2025-03-21,Other,Y3_Low,1,2,1
2025-03-21,Standard,Y1_High,20,23,3
2025-03-21,Standard,Y2_Medium,21,21,0
2025-03-21,Standard,Y3_Low,10,12,2
2025-03-21,Superior,Y1_High,1,1,0
2025-03-21,Superior,Y2_Medium,1,1,0
2025-03-22,Family,Y1_High,2,3,1
2025-03-22,Standard,Y1_High,28,32,4
2025-03-22,Standard,Y2_Medium,18,18,0
2025-03-22,Standard,Y3_Low,13,17,4
2025-03-22,Superior,Y2_Medium,1,1,0
2025-03-23,Family,Y1_High,6,6,0
2025-03-23,Standard,Y1_High,30,35,5
2025-03-23,Standard,Y2_Medium,25,26,1
2025-03-23,Standard,Y3_Low,8,9,1
2025-03-24,Family,Y1_High,1,1,0
2025-03-24,Family,Y2_Medium,6,7,1
2025-03-24,Standard,Y1_High,16,20,4
2025-03-24,Standard,Y2_Medium,25,27,2
2025-03-24,Superior,Y2_Medium,1,1,0
2025-03-25,Family,Y1_High,3,5,2
2025-03-25,Family,Y3_Low,1,1,0
2025-03-25,Standard,Y1_High,22,37,15
2025-03-25,Standard,Y2_Medium,20,21,1
2025-03-25,Standard,Y3_Low,2,3,1
2025-03-25,Superior,Y1_High,1,1,0
2025-03-26,Deluxe,Y2_Medium,1,1,0
2025-03-26,Family,Y1_High,2,2,0
2025-03-26,Standard,Y1_High,12,13,1
2025-03-26,Standard,Y2_Medium,9,12,3
2025-03-26,Standard,Y3_Low,4,4,0
2025-03-26,Superior,Y2_Medium,1,2,1
2025-03-27,Deluxe,Y2_Medium,1,1,0
2025-03-27,Family,Y1_High,5,5,0
2025-03-27,Standard,Y1_High,26,43,17
2025-03-27,Standard,Y2_Medium,27,27,0
2025-03-27,Standard,Y3_Low,7,7,0
2025-03-27,Superior,Y2_Medium,1,1,0
2025-03-27,Superior,Y3_Low,1,1,0
2025-03-28,Family,Y1_High,3,8,5
2025-03-28,Family,Y2_Medium,4,4,0
2025-03-28,Family,Y3_Low,2,2,0
2025-03-28,Standard,Y1_High,23,34,11
2025-03-28,Standard,Y2_Medium,19,19,0
2025-03-28,Standard,Y3_Low,4,4,0
2025-03-29,Deluxe,Y2_Medium,2,2,0
2025-03-29,Standard,Y1_High,33,35,2
2025-03-29,Standard,Y2_Medium,34,36,2
2025-03-29,Standard,Y3_Low,12,12,0
2025-03-29,Superior,Y2_Medium,3,5,2
2025-03-29,Superior,Y3_Low,3,3,0
2025-03-30,Family,Y1_High,2,3,1
2025-03-30,Family,Y2_Medium,2,3,1
2025-03-30,Family,Y3_Low,2,2,0
2025-03-30,Standard,Y1_High,32,42,10
2025-03-30,Standard,Y2_Medium,21,21,0
2025-03-30,Standard,Y3_Low,9,15,6
2025-03-30,Superior,Y1_High,2,2,0
2025-03-30,Superior,Y2_Medium,1,1,0
2025-03-31,Family,Y1_High,1,3,2
2025-03-31,Family,Y2_Medium,2,6,4
2025-03-31,Other,Y1_High,13,13,0
2025-03-31,Other,Y3_Low,2,2,0
2025-03-31,Standard,Y1_High,52,72,20
2025-03-31,Standard,Y2_Medium,15,15,0
2025-03-31,Standard,Y3_Low,7,7,0
2025-03-31,Superior,Y1_High,1,1,0
2025-04-01,Other,Y3_Low,1,3,2
2025-04-01,Standard,Y1_High,22,26,4
2025-04-01,Standard,Y2_Medium,47,60,13
2025-04-01,Standard,Y3_Low,5,5,0
2025-04-01,Superior,Y1_High,1,1,0
2025-04-01,Superior,Y2_Medium,2,2,0
2025-04-01,Superior,Y3_Low,1,2,1
2025-04-02,Family,Y2_Medium,4,6,2
2025-04-02,Other,Y3_Low,1,1,0
2025-04-02,Standard,Y1_High,27,27,0
2025-04-02,Standard,Y2_Medium,32,32,0
2025-04-02,Standard,Y3_Low,4,4,0
2025-04-02,Superior,Y1_High,1,1,0
2025-04-02,Superior,Y2_Medium,2,2,0
2025-04-03,Family,Y1_High,8,8,0
2025-04-03,Family,Y2_Medium,6,7,1
2025-04-03,Family,Y3_Low,2,2,0
2025-04-03,Other,Y1_High,4,6,2
2025-04-03,Other,Y2_Medium,1,1,0
2025-04-03,Other,Y3_Low,2,3,1
2025-04-03,Standard,Y1_High,27,28,1
2025-04-03,Standard,Y2_Medium,24,25,1
2025-04-03,Standard,Y3_Low,2,2,0
2025-04-03,Superior,Y1_High,2,4,2
2025-04-03,Superior,Y2_Medium,3,3,0
2025-04-04,Family,Y1_High,7,7,0
2025-04-04,Other,Y1_High,1,1,0
2025-04-04,Other,Y3_Low,3,6,3
2025-04-04,Standard,Y1_High,12,13,1
2025-04-04,Standard,Y2_Medium,21,26,5
2025-04-04,Standard,Y3_Low,3,4,1
2025-04-04,Superior,Y1_High,2,2,0
2025-04-04,Superior,Y2_Medium,5,8,3
2025-04-05,Family,Y1_High,9,14,5
2025-04-05,Family,Y2_Medium,8,10,2
2025-04-05,Other,Y3_Low,1,1,0
2025-04-05,Standard,Y1_High,22,39,17
2025-04-05,Standard,Y2_Medium,22,30,8
2025-04-05,Standard,Y3_Low,8,8,0
2025-04-05,Superior,Y1_High,1,1,0
2025-04-05,Superior,Y2_Medium,3,6,3
2025-04-06,Family,Y1_High,5,7,2
2025-04-06,Other,Y2_Medium,1,1,0
2025-04-06,Other,Y3_Low,1,1,0
2025-04-06,Standard,Y1_High,21,30,9
2025-04-06,Standard,Y2_Medium,31,34,3
2025-04-06,Standard,Y3_Low,7,10,3
2025-04-06,Superior,Y2_Medium,1,2,1
2025-04-07,Family,Y1_High,1,3,2
2025-04-07,Family,Y2_Medium,6,8,2
2025-04-07,Family,Y3_Low,2,2,0
2025-04-07,Other,Y1_High,1,1,0
2025-04-07,Other,Y3_Low,1,1,0
2025-04-07,Standard,Y1_High,11,16,5
2025-04-07,Standard,Y2_Medium,14,17,3
